Song,Artist,Title,MoodsStrSplit,SampleURL
MT0026158301,Carrie Underwood,Undo It,"Energetic, Gutsy, Lively, Passionate, Playful, Rambunctious, Reflective, Regretful, Rousing, Sexy, Slick, Urgent, Yearning",http://rovimusic.rovicorp.com/playback.mp3?c=HIma1mYxpgRYlDTeFxbUkvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0026330298,Louis Jordan,"Why'd You Do It, Baby?","Austere, Gloomy, Naive, Sad, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=mkwjqc8vlK8iBhFaWiLabP3pqi0RS20pHqZddGAWQOA=&f=J
MT0026520343,Sevendust,Ugly,"Angst-Ridden, Anguished, Distraught, Cathartic, Confrontational, Fiery, Raucous, Rebellious, Reckless, Tense, Anxious, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=IPfxFoFYklrePCiaYWQx86wfpsQHuOlGC4-o-yXc8Os=&f=I
MT0026608644,Il Divo,Feelings,"Explosive, Lush, Nostalgic",http://rovimusic.rovicorp.com/playback.mp3?c=hL9RMi2OqMEf2N_a-4FCFmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0026690204,Benny Carter,St. Louis Blues,"Anguished, Distraught, Bitter, Gloomy, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=B21NAuavBNyoDlQBJrrEf5jWf7KriH64XH0cLbjLrOY=&f=I
MT0026727455,Nicole Scherzinger,Supa Hypnotic,"Fun, Hypnotic, Passionate, Playful, Restrained, Sensual, Sexy, Slick, Swaggering",http://rovimusic.rovicorp.com/playback.mp3?c=62Us3DOK5p8gY5j5J_r0jzqpU4hxl5saPDaNIVORh-E=&f=I
MT0026753600,Johnny Cash,A Bot Named Sue,"Happy, Humorous, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=4bf9TYzJxeiV78M1pC0zUfh0BJxFGWncDvRkmPV4knk=&f=J
MT0026753827,Third Day,I Believe,"Earnest, Energetic, Fiery, Intimate, Joyous, Passionate, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=J63H4-E5Kq_SOqGSs6IR_TqpU4hxl5saPDaNIVORh-E=&f=I
MT0026776967,Tom T. Hall,Me and Jesus,"Innocent, Pastoral, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=cy9-hHOvhfrtuioZYKrcoJjWf7KriH64XH0cLbjLrOY=&f=J
MT0026795261,Buddy Guy,She Suits Me to a Tee,"Gritty, Gutsy, Intense",http://rovimusic.rovicorp.com/playback.mp3?c=aKC9Z4uZP9C26Xv7Wtav-fKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0026898936,Sloppy Seconds,Janie Is a Nazi,"Campy, Harsh, Reckless, Sexual, Sleazy",http://rovimusic.rovicorp.com/playback.mp3?c=7azrrboECcCsjsj8LzJz8JjWf7KriH64XH0cLbjLrOY=&f=I
MT0026905937,T.G. Sheppard,Faking Love,"Anguished, Distraught, Gloomy",http://rovimusic.rovicorp.com/playback.mp3?c=bC9VSYabayjmOQe5Oi3YP6wfpsQHuOlGC4-o-yXc8Os=&f=I
MT0026919017,Mitchell Ayres & His Fashions in Music,"""A"" You're Adorable (The Alphabet Song)","Calm, Neutral, Delicate, Lush, Naive",http://rovimusic.rovicorp.com/playback.mp3?c=9CuC7ttB-ttCr3Zywr2ITc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0026963572,Negative Approach,Lead Song,"Angry, Fierce, Harsh",http://rovimusic.rovicorp.com/playback.mp3?c=k9w7V3suliAMqXKD7E0fzP3pqi0RS20pHqZddGAWQOA=&f=I
MT0027002641,Michael McDonald,All We Got,"Cheerful, Positive, Sensual, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=BDk1Y0zdgyQlFpGXHwQA8qwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0027035970,Hank Ballard,Open up the Back Door,"Gritty, Joyous, Rowdy, Sexual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=nK8F4YfhLd9YBnxYFGyXlfKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0027048677,Gipsy Kings,No Viviré,"Cathartic, Fiery, Sexy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=3j7SOChOmRPMKmH3Y1OU1vQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0027100467,Kitaro,Bell Tower,"Calm, Neutral, Delicate, Detached, Ethereal, Gentle, Refined, Restrained, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=Nj60V1qWai8pgoTWcxGQNIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0027159893,Xavier Cugat & His Orchestra,Tico-Tico,"Eccentric, Giddy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=8bx2F8kbi-kf3w81oGDfQ2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0027256574,Don Miguelo,Llévate la Cama Pa' la Calle,"Angry, Irreverent, Rebellious, Reckless, Visceral, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=PR0uvFZWoxZ43G5NJ2Qrz_3pqi0RS20pHqZddGAWQOA=&f=I
MT0027478016,Pérez Prado,Que Rico el Mambo,"Brassy, Exciting, Giddy, Gleeful, Joyous, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=1BtZC40lyhH3nW1usuwlV82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0027835071,Seeed,Same Jam,"Reverent, Spiritual, Uplifting",http://rovimusic.rovicorp.com/playback.mp3?c=6WjcbpZvI2ILJMdkYRSBrvQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0027976714,Ella Fitzgerald,Night and Day,"Cheerful, Confident, Elegant, Gentle, Lush, Poignant, Refined, Reserved, Romantic, Sentimental, Smooth, Sophisticated, Sweet, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=gOKduCsFP8ddbscOvSE01qwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0028066739,Steven Halpern,Peak Performance,"Atmospheric, Calm, Neutral, Light, Reserved, Soothing, Sparse, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=A5s65tjKm2PJLNjA6EmJSPKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0028159092,Naked City,Speedfreaks,"Fiery, Fractured, Harsh, Outrageous, Raucous, Rebellious, Rowdy, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=5v3S9qdbxCvyU3nWUYXw9P3pqi0RS20pHqZddGAWQOA=&f=I
MT0028167155,Fight,Nailed to the Gun,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=sX5HtVRF-aFMmbt2N-LdmpjWf7KriH64XH0cLbjLrOY=&f=J
MT0028172888,Disharmonic Orchestra,Mind Seduction,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=chGVEU1Lz2ALBSEUyCXj6vh0BJxFGWncDvRkmPV4knk=&f=J
MT0028213435,Slaughter & the Dogs,Cranked up Really High,"Angst-Ridden, Fierce, Hostile, Rowdy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=EtF9JXji0j81y8NTOo86Wfh0BJxFGWncDvRkmPV4knk=&f=I
MT0028220133,Jaco Pastorius,Invitation,"Exciting, Intense, Rambunctious, Witty, Wry",http://rovimusic.rovicorp.com/playback.mp3?c=L-ICKhLCf7VJowZI-YPY5fQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0028335228,Jim Brickman,Love of My Life,"Bright, Calm, Neutral, Dramatic, Elegant, Refined, Reflective, Restrained, Sentimental, Soothing, Sophisticated, Sparkling, Springlike",http://rovimusic.rovicorp.com/playback.mp3?c=Q-moL3l3U3v2KDZkxqMb1ZjWf7KriH64XH0cLbjLrOY=&f=I
MT0028345470,Twilight Opera,Suicide Harlequin,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=-X_bjq2E46yfAgBtwh3EbJjWf7KriH64XH0cLbjLrOY=&f=I
MT0028374210,The Temptations,Lady Soul,"Gentle, Intimate, Laid-Back, Mellow, Light, Relaxed, Sensual, Sentimental, Smooth, Soft, Quiet, Soothing, Yearning",http://rovimusic.rovicorp.com/playback.mp3?c=sdpN9G6JBHUHWWWmSii0-jqpU4hxl5saPDaNIVORh-E=&f=I
MT0028445777,Britney Spears,Early Mornin',"Celebratory, Energetic, Exuberant, Hypnotic, Sensual, Sexual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=cZgFjNkVN7tD3v59IMTK9awfpsQHuOlGC4-o-yXc8Os=&f=J
MT0028469910,Hair Police,The Haunting,"Fierce, Harsh, Spooky, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=0cmFVmglLjMmunsVXg8pbfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0028495262,The Skatalites,Eastern Standard Time,"Boisterous, Energetic, Fun, Hypnotic, Lively, Rousing, Summery",http://rovimusic.rovicorp.com/playback.mp3?c=n8qYtwMHtYeCBAsDtFCG__KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0028550964,Oscar Peterson,I Can't Give You Anything But Love,"Bravado, Elaborate, Precious, Whimsical, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=sKWqSDIeCnPVzLPaHY4Zl_h0BJxFGWncDvRkmPV4knk=&f=J
MT0028560561,Babes in Toyland,[Untitled Hidden Track],"Angry, Cynical, Sarcastic, Harsh, Hostile, Outrageous, Paranoid, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=wA-A3_JM1gkBy9WvgvOeOfKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0028596249,Steven Halpern,Eternally,"Atmospheric, Calm, Neutral, Cathartic, Delicate, Dreamy, Ethereal, Light, Reserved, Soothing, Sparkling, Sparse, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=uUfA57MMpJYwQIybgqUk-fh0BJxFGWncDvRkmPV4knk=&f=I
MT0028617657,Barbra Streisand,Don't Rain on My Parade,"Boisterous, Brash, Cathartic, Cheerful, Confident, Dramatic, Energetic, Exciting, Exuberant, Gleeful, Joyous, Lively, Passionate, Rousing, Sophisticated, Sparkling, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=m9q-ZumgA2a5UI-mFjEjQs2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0028627699,Marvin Gaye,I'll Be Doggone [Juke Box Single Version (Stereo)],"Cheerful, Happy, Joyous, Light, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=jlF2JwfDpagj_VRcozKEZqwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0028633715,Cro-Mags,Tore Up,"Angry, Fierce, Malevolent, Nihilistic, Outraged, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=ey9EhYgpdlDH8fBo1d0i3JjWf7KriH64XH0cLbjLrOY=&f=I
MT0028648077,Howard Carroll,What Could I Do?,"Gutsy, Intense, Joyous, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=fTH8TzwgX3O2_0eGmOZHIc2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0028698324,Linda Ronstadt,"Simple Man, Simple Dream","Lonely, Sad, Serious",http://rovimusic.rovicorp.com/playback.mp3?c=4093QnPmk1IUm12WNVvhuvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0028709149,Kitaro,In the Beginning,"Calm, Neutral, Ethereal, Hypnotic, Reserved, Somber, Spacey, Sparkling, Trippy",http://rovimusic.rovicorp.com/playback.mp3?c=2V22ZLv6HFQDu4wensXCLawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0028750297,Dimmu Borgir,Reptile,"Bleak, Fierce, Hostile, Malevolent, Menacing, Ominous, Outraged",http://rovimusic.rovicorp.com/playback.mp3?c=v8ZT54ghJAph3vXaJipdQpjWf7KriH64XH0cLbjLrOY=&f=I
MT0028813196,Lyfe Jennings,More Than a Girl,"Calm, Neutral, Restrained, Reverent",http://rovimusic.rovicorp.com/playback.mp3?c=1r9-2vYyDpuKRu2XCR2gGfh0BJxFGWncDvRkmPV4knk=&f=I
MT0028947009,Marilyn Crispell,Segment,"Cerebral, Clinical, Complex, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=uyAbdw_GCKcGYE-KMc-JMPh0BJxFGWncDvRkmPV4knk=&f=I
MT0029065626,Elton John,Hercules,"Bright, Cheerful, Fun, Lively, Playful, Rollicking, Rousing",http://rovimusic.rovicorp.com/playback.mp3?c=KwHiQaqTVtyRynSW5aH8TPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0029080694,David Arkenstone,Under the Canopy,"Calm, Neutral, Delicate, Ethereal, Gentle, Hypnotic, Light, Reserved, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=gBjJJ4iQ1xEV8DqWvgqJ5mjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0029099688,Alec Empire,Nobody Gets Out Alive!,"Confrontational, Fierce, Harsh, Hostile, Menacing, Outrageous, Tense, Anxious, Uncompromising, Unsettling, Visceral, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=MhQOai_NIDdtKGhGThNqeZjWf7KriH64XH0cLbjLrOY=&f=I
MT0029492542,H.I.M.,(Rip Out) The Wings of a Butterfly,"Bittersweet, Brooding, Dramatic, Elaborate, Energetic, Exuberant, Intense, Intimate, Lush, Passionate, Romantic, Sensual, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=Ybmiykqvp9UP-vias3mPn5jWf7KriH64XH0cLbjLrOY=&f=J
MT0029553110,Joe Strummer,Omotepe,"Atmospheric, Hypnotic, Nocturnal, Theatrical, Trippy",http://rovimusic.rovicorp.com/playback.mp3?c=2mgamKMBz21lJblN5gL2o_KUU23ZQzDPVjJ3ONioHGo=&f=I
MT0029772184,Eater,Get Raped,"Bitter, Harsh, Hostile, Humorous, Outrageous, Snide, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=SI4rV0zkxnMU5aLVI_8Ye5jWf7KriH64XH0cLbjLrOY=&f=J
MT0029861029,Blind Boy Fuller,Untrue Blues,"Brash, Gritty, Organic, Uncompromising, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=LMiKMR9YVPZ5O8iHofnCUvh0BJxFGWncDvRkmPV4knk=&f=J
MT0029874624,Marquess,El Temperamento,"Celebratory, Happy, Joyous, Romantic, Sensual, Sexual, Slick, Spicy, Summery",http://rovimusic.rovicorp.com/playback.mp3?c=_B7gko0funaB5obphGKOm82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0029877658,Roland Byrd,Professor Longhair Blues,"Greasy, Lazy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=zuq7HC_eSpfs1M6I2Svb05jWf7KriH64XH0cLbjLrOY=&f=I
MT0029976595,Cibele Codonho,Só Danço Samba,"Atmospheric, Calm, Neutral, Delicate, Dreamy, Ethereal, Light, Melancholy, Organic, Reserved, Sensual, Soothing, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=VVJLJzb2yqP9p-HdcQadnIapJnH0KBK7tayJ1L1z1aM=&f=I
MT0030007733,Peter Tosh,Creation,"Atmospheric, Calm, Neutral, Reverent, Spiritual, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=ErwemZWRGVA5bImynMeelDqpU4hxl5saPDaNIVORh-E=&f=I
MT0030036616,Common,Love Is...,"Cerebral, Confident, Earthy, Elegant, Literate, Lively, Lush, Passionate, Relaxed, Smooth, Soft, Quiet, Soothing, Sparkling, Street-Smart, Summery, Swaggering",http://rovimusic.rovicorp.com/playback.mp3?c=k-uTFBoAzR_KYHNaCije76wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0030097602,Donovan,Sand and Foam,"Atmospheric, Elegant, Gentle, Laid-Back, Mellow, Literate, Pastoral, Relaxed, Reserved, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=lSH3G_nZmL6P58eiwVlf3vh0BJxFGWncDvRkmPV4knk=&f=I
MT0030124886,The Herbaliser,World Destruction/The Missing Suitcase,"Angry, Cynical, Sarcastic",http://rovimusic.rovicorp.com/playback.mp3?c=ii8rR9aMYDnOLbbDnr2OAYapJnH0KBK7tayJ1L1z1aM=&f=I
MT0030160582,The Last Poets,This Is Madness,"Confrontational, Outrageous, Provocative, Rebellious, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=iTSquMSrlwGEFke1Tckllv3pqi0RS20pHqZddGAWQOA=&f=I
MT0030203729,Sloppy Seconds,So Fucked Up,"Campy, Harsh, Reckless, Sexual, Sleazy",http://rovimusic.rovicorp.com/playback.mp3?c=1m-ThUaBV7oDcanVnEjPD_h0BJxFGWncDvRkmPV4knk=&f=I
MT0030214520,Gorilla Biscuits,Forgotten,"Angry, Harsh, Hostile, Malevolent, Outrageous, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=W9K76LagPIr7uhEOdKZ-JPKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0030247926,Big Bill Broonzy,Prison Blues Come Down on Me,"Greasy, Lazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=u4QGuDAAr9-Sr3xsNmSSd_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0030252676,Louis Armstrong,Katie Mae,"Greasy, Lazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=kucdr2LLga-hDxu-tgZrG6wfpsQHuOlGC4-o-yXc8Os=&f=I
MT0030271679,2 Live Click,Booty Drop,"Outrageous, Sexual, Sleazy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=SghWL1iymwn3IVgku73V6fKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0030282917,Doc Watson,Poor Boy Blues,"Atmospheric, Austere, Autumnal, Earthy, Gentle, Organic, Rustic",http://rovimusic.rovicorp.com/playback.mp3?c=5mRcXP-alUG-FIPkRJ7PF_3pqi0RS20pHqZddGAWQOA=&f=J
MT0030286920,Stefan Grossman,Mississippi Blues No. 2,"Knotty, Precious, Reverent, Rustic",http://rovimusic.rovicorp.com/playback.mp3?c=Dojl3N3k7nFn1NOanItthzqpU4hxl5saPDaNIVORh-E=&f=I
MT0030304982,Great Vocalists,My Last Affair,"Bitter, Bleak, Gloomy, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=NCZiIowGpswABu38DvzMmfKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0030319227,Wayne Newton,Danke Schoen,"Carefree, Confident, Delicate, Earnest, Elegant, Fun, Happy, Innocent, Joyous, Playful, Precious, Refined, Romantic, Smooth, Sophisticated, Springlike, Stylish, Sweet, Theatrical, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=fbaeiXJEJeoqwKo0nMGOnf3pqi0RS20pHqZddGAWQOA=&f=J
MT0030321464,Umek,Somnifera,"Brittle, Clinical, Cold, Eerie, Spacey",http://rovimusic.rovicorp.com/playback.mp3?c=ZBhL53X6wB8hulOzEAusrmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0030369896,Nick Drake,The Thoughts of Mary Jane,"Amiable, Good-Natured, Atmospheric, Autumnal, Calm, Neutral, Cerebral, Complex, Dramatic, Dreamy, Earnest, Earthy, Enigmatic, Gentle, Intimate, Literate, Lush, Organic, Plaintive, Poignant, Relaxed, Reserved, Romantic, Searching, Smooth, Soothing, Sophisticated, Sweet, Wistful, Yearning",http://rovimusic.rovicorp.com/playback.mp3?c=Ic6EIljt67XND6Uh1yio0vh0BJxFGWncDvRkmPV4knk=&f=J
MT0030400613,Black Box Recorder,The Facts of Life,"Bleak, Brittle, Clinical, Cold, Detached, Sparse",http://rovimusic.rovicorp.com/playback.mp3?c=Grl0jQWuRSno06m53-s9g_3pqi0RS20pHqZddGAWQOA=&f=I
MT0030422114,Scarface,Do What You Do,"Brooding, Cynical, Sarcastic",http://rovimusic.rovicorp.com/playback.mp3?c=iNrd7oEzTagvq5UU-r7ZfTqpU4hxl5saPDaNIVORh-E=&f=J
MT0030442334,Kenny G,Northern Lights,"Atmospheric, Calm, Neutral, Dreamy, Ethereal, Nocturnal, Sensual, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=2680hAUTJ-pdVoRC0aCrYpjWf7KriH64XH0cLbjLrOY=&f=J
MT0030481897,Steven Halpern,In the Flow,"Atmospheric, Calm, Neutral, Cerebral, Delicate, Dreamy, Ethereal, Hypnotic, Light, Soothing, Spacey, Sparkling, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=UjDPBpGbbU4tCpXNHvDye82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0030484925,Van Morrison,I've Been Working,"Confident, Energetic, Exciting, Passionate, Rousing, Sexy, Swaggering",http://rovimusic.rovicorp.com/playback.mp3?c=ygc9dPwhHxFxJ5H7aKDSoP3pqi0RS20pHqZddGAWQOA=&f=I
MT0030487841,Elton John,Midnight Creeper,"Carefree, Lively, Marching, Positive, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=joepD3vbbVeOoaPnQ2nGDZjWf7KriH64XH0cLbjLrOY=&f=J
MT0030494794,Enigma,Age of Loneliness,"Atmospheric, Autumnal, Calm, Neutral, Detached, Dramatic, Dreamy, Eerie, Elaborate, Enigmatic, Ethereal, Hypnotic, Indulgent, Intimate, Lush, Nocturnal, Poignant, Sensual, Smooth, Soothing, Spiritual, Stylish, Theatrical, Trippy, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=o8ibjpT5QG-bnexv_e5_2zqpU4hxl5saPDaNIVORh-E=&f=I
MT0030495725,Bobby McFerrin,Common Thread,"Calm, Neutral, Delicate",http://rovimusic.rovicorp.com/playback.mp3?c=eVRdhWVSapcv2DClsqHuL2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0031495046,Steven Halpern,Waterfall,"Atmospheric, Bright, Calm, Neutral, Cerebral, Delicate, Dreamy, Elegant, Ethereal, Gentle, Hypnotic, Light, Relaxed, Soothing, Spacey, Sparkling, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=fAo5Xr1Hagq50WQqIRK6ApjWf7KriH64XH0cLbjLrOY=&f=I
MT0031544440,Al Green,Look What You Done for Me,"Earnest, Earthy, Gutsy, Intimate, Joyous, Passionate, Reflective, Romantic, Rousing, Sensual, Sentimental, Sexy, Smooth, Sophisticated, Stylish, Sweet, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=d9iDkN4jg0o9SCOIJ47s64apJnH0KBK7tayJ1L1z1aM=&f=J
MT0031693432,Ida Cox,Death Letter Blues,"Anguished, Distraught, Bleak, Gloomy, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=wzAzsuPBrzIwWEQaB441kWjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0031807708,Air,La Puttana Di Closingtown: Pat Cobhan Ride,"Calm, Neutral, Delicate, Detached, Eerie, Ethereal, Hypnotic, Restrained, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=4zwbwJd9AXDgjUmH8wI8PGjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0031826774,Rosemary Clooney,God Rest Ye Merry Gentlemen,"Calm, Neutral, Delicate, Reserved, Reverent, Stately",http://rovimusic.rovicorp.com/playback.mp3?c=d1pT1Dmf69U1tI9zoN2Ndv3pqi0RS20pHqZddGAWQOA=&f=I
MT0031827474,Steven Halpern,Inner Journey,"Atmospheric, Calm, Neutral, Cathartic, Delicate, Dreamy, Ethereal, Hypnotic, Light, Soothing, Spacey, Sparkling, Sparse, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=rs38aHKju6VjGPlIIQjtE_h0BJxFGWncDvRkmPV4knk=&f=J
MT0031886830,Steven Halpern,Crystal Suite,"Atmospheric, Bright, Calm, Neutral, Cerebral, Delicate, Dreamy, Elegant, Ethereal, Hypnotic, Light, Soothing, Spacey, Sparkling, Sparse, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=bdUdC_3L7-_dI5E85HFqgpjWf7KriH64XH0cLbjLrOY=&f=J
MT0031898123,Caetano Veloso,Terra,"Bittersweet, Calm, Neutral, Delicate, Earnest, Gentle, Happy, Intimate, Laid-Back, Mellow, Poignant, Refined, Reflective, Sentimental, Soft, Quiet, Soothing, Sweet, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=yxkI-dWbUq-k80EEeJVTVP3pqi0RS20pHqZddGAWQOA=&f=I
MT0031922089,Eddie Palmieri,Un Puesto Vacante,"Exciting, Joyous, Rambunctious, Spicy, Summery, Witty, Wry",http://rovimusic.rovicorp.com/playback.mp3?c=JY6v6jUkDkQYuPj-dadTjDqpU4hxl5saPDaNIVORh-E=&f=I
MT0031926476,Fudge Tunnel,Grit,"Angry, Hostile, Malevolent, Paranoid",http://rovimusic.rovicorp.com/playback.mp3?c=6yulWSQg_BJ8Elw6dpdIGGjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0031951901,Junior Parker,Five Long Years,"Anguished, Distraught, Gloomy, Greasy, Lazy",http://rovimusic.rovicorp.com/playback.mp3?c=2moT0qUDSWHSqKq5qz_cHmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0031996897,Rose Tattoo,Rock 'N' Roll Outlaw,"Positive, Powerful, Striding, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=N2WtWd9sV4kbq8R1H7VFOfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0032061241,Bud Freeman,Satanic Blues,"Boisterous, Carefree, Cheerful, Exciting, Exuberant, Fun, Happy",http://rovimusic.rovicorp.com/playback.mp3?c=HfVeO-uYwLCUiIXuyx1RzoapJnH0KBK7tayJ1L1z1aM=&f=I
MT0032181833,Jan Delay,Feuer,"Provocative, Sexy, Sleazy",http://rovimusic.rovicorp.com/playback.mp3?c=jBKKCGQb_yUDwMVUJP4InvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0032235381,Barry Manilow,Bandstand Boogie,"Cheerful, Exuberant, Fun, Playful",http://rovimusic.rovicorp.com/playback.mp3?c=T_aJ9poK8sRdrauaIRdZ52jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0032297238,Angelic Upstarts,When Will They Learn,"Angry, Angst-Ridden, Confrontational, Fierce, Gritty, Gutsy, Hostile, Outraged, Rebellious, Rowdy, Tense, Anxious, Urgent, Visceral, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=48b3tr4EVVJNI2x0pWVT2jqpU4hxl5saPDaNIVORh-E=&f=I
MT0032332758,Monrose,Push Up on Me,"Sexual, Sexy, Sleazy",http://rovimusic.rovicorp.com/playback.mp3?c=LgXcKEZTDexFRhc_hBZwSPKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0032405040,Mike Oldfield,"Incantations, Pt. 3","Positive, Powerful, Thrilling",http://rovimusic.rovicorp.com/playback.mp3?c=d0LW-MpA5GEXopNMz8xpQvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0032698237,George Winston,The Holly and the Ivy,"Delicate, Precious, Sparkling, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=eVVbyV1NuiW97j4kif7alfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0032892262,Rihanna,Let Me,"Hypnotic, Sensual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=EOe977cxJtIRraPAf7XfHTqpU4hxl5saPDaNIVORh-E=&f=I
MT0032957418,C-Rayz Walz,Still Grimey,"Cold, Menacing, Paranoid, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=OxK4dx_gX5x07WO3FwXJrfh0BJxFGWncDvRkmPV4knk=&f=J
MT0033084992,DJ Assault,Dis Bitch,"Outrageous, Sexual, Silly, Sleazy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=88p2Xgb3svyrWLwc8H3QIP3pqi0RS20pHqZddGAWQOA=&f=I
